timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1773669619338,10,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,10,0,0
1773669619331,19,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,8,0,1
1773669619331,8,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,6,6,http://127.0.0.1:8000/file,8,0,1
1773669619339,11,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,11,0,0
1773669619347,13,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,3,0,0
1773669619347,3,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,6,6,http://127.0.0.1:8000/file,3,0,0
1773669619350,10,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,10,0,0
1773669619348,13,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,3,0,0
1773669619348,3,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,6,6,http://127.0.0.1:8000/file,3,0,0
1773669619351,10,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,10,0,0
1773669619350,12,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,4,0,0
1773669619350,4,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,6,6,http://127.0.0.1:8000/file,4,0,0
1773669619354,8,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,8,0,0
1773669619346,17,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,6,0,0
1773669619346,6,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,6,6,http://127.0.0.1:8000/file,6,0,0
1773669619352,11,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,11,0,0
1773669619345,19,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,7,0,0
1773669619345,7,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,6,6,http://127.0.0.1:8000/file,7,0,0
1773669619352,12,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,12,0,0
1773669619348,16,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619348,5,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619353,11,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,11,0,0
1773669619361,14,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619361,5,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619366,9,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,9,0,0
1773669619365,10,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,4,0,0
1773669619365,4,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,6,6,http://127.0.0.1:8000/file,4,0,0
1773669619369,6,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,6,0,0
1773669619362,14,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,3,0,0
1773669619362,3,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,6,6,http://127.0.0.1:8000/file,3,0,0
1773669619365,11,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,11,0,0
1773669619364,13,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,4,0,0
1773669619364,4,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,6,6,http://127.0.0.1:8000/file,4,0,0
1773669619369,8,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,8,0,0
1773669619360,18,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,7,0,0
1773669619360,7,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,6,6,http://127.0.0.1:8000/file,7,0,0
1773669619367,11,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,11,0,0
1773669619363,18,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619363,5,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619368,13,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,13,0,0
1773669619375,15,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,4,0,0
1773669619375,4,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,6,6,http://127.0.0.1:8000/file,4,0,0
1773669619379,11,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,11,0,0
1773669619375,16,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619375,5,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619380,11,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,11,0,0
1773669619378,14,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619378,5,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619383,9,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,9,0,0
1773669619377,16,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619377,5,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619382,11,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,11,0,0
1773669619376,18,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619376,5,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619382,12,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,12,0,0
1773669619381,14,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,3,0,0
1773669619381,3,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,6,6,http://127.0.0.1:8000/file,3,0,0
1773669619384,11,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,11,0,0
1773669619391,15,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619391,5,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619396,10,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,10,0,0
1773669619393,14,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619393,5,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619398,9,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,9,0,0
1773669619391,17,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,6,0,0
1773669619391,6,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,6,6,http://127.0.0.1:8000/file,6,0,0
1773669619397,11,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,11,0,0
1773669619395,13,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619395,5,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619400,8,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,8,0,0
1773669619392,17,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,7,0,0
1773669619392,7,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,6,6,http://127.0.0.1:8000/file,7,0,0
1773669619399,10,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,10,0,0
1773669619409,10,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,2,0,0
1773669619409,2,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,6,6,http://127.0.0.1:8000/file,2,0,0
1773669619411,8,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,8,0,0
1773669619409,11,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619409,5,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619414,6,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,6,0,0
1773669619408,12,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,5,0,0
1773669619408,5,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,6,6,http://127.0.0.1:8000/file,5,0,0
1773669619413,7,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,7,0,0
1773669619407,14,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,4,0,0
1773669619407,4,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,6,6,http://127.0.0.1:8000/file,4,0,0
1773669619411,10,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,10,0,0
1773669619406,16,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,6,6,http://127.0.0.1:8000/file/,6,0,0
1773669619406,6,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,6,6,http://127.0.0.1:8000/file,6,0,0
1773669619412,10,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,6,6,http://127.0.0.1:8000/file/,10,0,0
1773669619420,11,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619420,6,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619426,5,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619394,38,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619394,6,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619400,32,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,32,0,0
1773669619420,13,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,3,0,0
1773669619420,3,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,7,7,http://127.0.0.1:8000/file,3,0,0
1773669619423,10,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,10,0,0
1773669619419,15,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,4,0,0
1773669619419,4,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,7,7,http://127.0.0.1:8000/file,4,0,0
1773669619423,11,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,11,0,0
1773669619421,14,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,3,0,0
1773669619421,3,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,7,7,http://127.0.0.1:8000/file,3,0,0
1773669619424,11,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,11,0,0
1773669619422,14,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,3,0,0
1773669619422,3,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,7,7,http://127.0.0.1:8000/file,3,0,0
1773669619425,11,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,11,0,0
1773669619431,17,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,7,0,0
1773669619431,7,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,7,7,http://127.0.0.1:8000/file,7,0,0
1773669619438,10,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,10,0,0
1773669619432,17,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619432,5,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619437,12,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,12,0,0
1773669619433,17,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619433,5,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619438,12,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,12,0,0
1773669619435,16,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,4,0,0
1773669619435,4,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,7,7,http://127.0.0.1:8000/file,4,0,0
1773669619439,12,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,12,0,0
1773669619436,16,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619436,5,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619441,11,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,11,0,0
1773669619434,20,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619434,6,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619440,14,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,14,0,0
1773669619431,23,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,11,0,1
1773669619431,11,后端请求压测-0,307,Temporary Redirect,线程组 1-7,,true,,147,171,7,7,http://127.0.0.1:8000/file,11,0,1
1773669619442,12,后端请求压测-1,200,OK,线程组 1-7,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,12,0,0
1773669619449,16,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619449,6,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619455,10,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,10,0,0
1773669619451,15,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619451,6,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619457,9,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,9,0,0
1773669619448,19,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619448,5,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619453,14,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,14,0,0
1773669619452,16,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619452,6,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619458,10,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,10,0,0
1773669619450,19,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619450,6,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619456,13,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,13,0,0
1773669619455,17,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,3,0,0
1773669619455,3,后端请求压测-0,307,Temporary Redirect,线程组 1-7,,true,,147,171,7,7,http://127.0.0.1:8000/file,3,0,0
1773669619458,14,后端请求压测-1,200,OK,线程组 1-7,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,14,0,0
1773669619454,19,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619454,5,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619459,14,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,14,0,0
1773669619469,16,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619469,5,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619474,11,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,11,0,0
1773669619465,21,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619465,6,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619471,15,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,15,0,0
1773669619469,18,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,7,0,0
1773669619469,7,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,7,7,http://127.0.0.1:8000/file,7,0,0
1773669619476,11,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,11,0,0
1773669619466,22,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619466,5,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619471,17,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,17,0,0
1773669619467,22,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,8,0,0
1773669619467,8,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,7,7,http://127.0.0.1:8000/file,8,0,0
1773669619475,14,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,14,0,0
1773669619473,17,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619473,5,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619478,12,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,12,0,0
1773669619472,19,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619472,6,后端请求压测-0,307,Temporary Redirect,线程组 1-7,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619479,12,后端请求压测-1,200,OK,线程组 1-7,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,12,0,0
1773669619485,17,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,7,0,0
1773669619485,7,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,7,7,http://127.0.0.1:8000/file,7,0,0
1773669619492,10,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,10,0,0
1773669619491,12,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,4,0,0
1773669619491,4,后端请求压测-0,307,Temporary Redirect,线程组 1-7,,true,,147,171,7,7,http://127.0.0.1:8000/file,4,0,0
1773669619495,8,后端请求压测-1,200,OK,线程组 1-7,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,8,0,0
1773669619490,14,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619490,5,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619495,9,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,9,0,0
1773669619487,18,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619487,6,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619493,12,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,12,0,0
1773669619486,20,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619486,6,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619492,14,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,14,0,0
1773669619488,20,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619488,6,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619494,14,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,14,0,0
1773669619489,20,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,7,0,0
1773669619489,7,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,7,7,http://127.0.0.1:8000/file,7,0,0
1773669619496,13,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,13,0,0
1773669619506,14,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619506,5,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619511,9,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,9,0,0
1773669619502,19,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619502,5,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619507,14,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,14,0,0
1773669619504,18,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619504,6,后端请求压测-0,307,Temporary Redirect,线程组 1-7,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619510,12,后端请求压测-1,200,OK,线程组 1-7,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,12,0,0
1773669619505,18,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619505,6,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619511,12,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,12,0,0
1773669619506,18,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,6,0,0
1773669619506,6,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,7,7,http://127.0.0.1:8000/file,6,0,0
1773669619512,12,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,12,0,0
1773669619509,16,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619509,5,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619514,11,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,11,0,0
1773669619508,18,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,7,7,http://127.0.0.1:8000/file/,5,0,0
1773669619508,5,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,7,7,http://127.0.0.1:8000/file,5,0,0
1773669619513,13,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,7,7,http://127.0.0.1:8000/file/,13,0,0
1773669619520,20,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,8,8,http://127.0.0.1:8000/file/,9,0,0
